y,x
0.509269406396874,0.696312966989353
0.52423260885657,0.792801364324987
-0.156516969753413,0.49084227764979
-0.671354406857218,0.320163940778002
0.820529082117616,0.979617882752791
0.67428031061281,0.98383295792155
-0.169161737432776,0.566005964297801
-0.256519336117489,0.478246100945398
0.255312189474565,0.164301662938669
-0.184357701900607,0.0804967060685158
0.919043393623644,0.0218898463062942
-0.274892344354466,0.192547352984548
-0.220759583864426,0.633092288626358
1.00281006380466,0.80751394899562
-1.58863521176182,0.486837489297614
0.673489480622445,0.0510458543431014
0.762681757031551,0.972805588971823
1.02809227658563,0.00786796980537474
0.852559726898126,0.720402407692745
0.240807284234468,0.687481257831678
-1.13744924834844,0.404753694077954
0.900045931503929,0.759172945050523
1.02052327370097,0.861544846789911
-0.331013288865366,0.2061958827544
-0.865061362415249,0.622248249826953
-0.688578945167277,0.336917647859082
0.814386404404798,0.911530450219288
-0.449297052974354,0.633312540361658
-0.046859466811821,0.53426481760107
0.219537946854175,0.116101706167683
0.549183249865268,0.0875462552066892
0.565089728720481,0.742695280117914
-1.16920265208981,0.237422811565921
-0.762964212024832,0.451310303760692
0.566679386059853,0.805018105776981
1.22438804965817,0.981094500981271
-1.0682300709295,0.492742229718715
-0.643346530199513,0.582838867092505
-0.556198572082046,0.536695206072181
-0.274638357632049,0.254427263513207
-1.12696225156117,0.276140551781282
-0.368826523159714,0.492784693604335
1.29706842589415,0.949312012409791
0.439066571064007,0.846578494179994
-0.726518615058438,0.617337302770466
-1.03647425814497,0.470763463526964
0.0473431784630203,0.207610891899094
0.22729336459219,0.688468812033534
-0.958576099914395,0.569084614282474
-1.46656214832742,0.338303209049627
1.23133716540311,0.822415576782078
0.330595777399427,0.601349720731378
-0.681588895643783,0.285281430464238
1.98166117488851,0.861600530100986
-0.398811728774665,0.459441463230178
-0.074908745516908,0.481568098068237
-0.156762650862022,0.136621206533164
0.711875414787841,0.649035771377385
-0.463144715510547,0.133901114109904
-0.880795706389742,0.369326936313882
-0.835212983720896,0.243967497255653
-0.570730257450242,0.521976357325912
-0.686197648601319,0.516586455283687
-0.879386731155099,0.431333035230637
-0.30791885353262,0.59344360535033
-0.749659132413502,0.19382058060728
-1.69222947015541,0.432498609181494
0.20309189637797,0.614262010203674
-0.34800207443006,0.218267521355301
1.3563876718331,0.047873656032607
-1.08549736833673,0.264490403002128
-1.54770447093107,0.324938611593097
0.451286971302773,0.800405153306201
-0.332510094176649,0.140269394498318
-1.35079963533521,0.309232092695311
-0.881859610034194,0.3010254339315
0.676318643420262,0.0303881927393377
0.581744852881843,0.945775872096419
0.00813993680255891,0.629032419063151
-0.114891113463237,0.259576097596437
0.310282736214125,0.767521136440337
-0.0208868368677083,0.548339168541133
0.45337102261651,0.740833019139245
-0.914572345770797,0.464538138825446
-0.537968068804558,0.140033999225125
-0.521406904836109,0.390465405536816
-0.318443331009135,0.137846365803853
0.254042269113483,0.632033029338345
0.583217487663061,0.0927469106391072
0.263168867722544,0.0758984012063593
-1.14200905825688,0.468808676116168
-0.406972580555657,0.200537549797446
-0.586107052683656,0.491807124577463
0.721067234622194,0.867331701330841
0.42877270876185,0.0282460416201502
1.50007468690101,0.955222057411447
0.186030413873383,0.132350763538852
-1.13825809437868,0.42236853344366
0.87396183708507,0.972685325425118
-1.57048792136744,0.417891615070403
-0.818698907371432,0.507455301471055
0.164435462416393,0.0380547442473471
-0.508919970578058,0.571508394554257
1.02617888864646,0.896990998182446
-1.16408956262281,0.500917275203392
1.65170881172008,0.908218666212633
0.251948072611879,0.87768713477999
0.96170603308691,0.962588445050642
-0.261396371186729,0.547105588018894
0.89332538215822,0.709335434949026
0.301533314996572,0.674607693683356
0.385600897840379,0.189117958769202
1.57997185117839,0.807420968776569
-0.0800504694962305,0.625612506642938
-0.962265808240562,0.389410352800041
-0.621567715535674,0.635953711578622
-1.42667983514213,0.397843195358291
-0.451884519080717,0.601186589570716
-1.41571492388957,0.394078664015979
